OBJECTID,SEGID,SUBAREAID,FAC_WDAVG,FAC_SPR,FAC_FAL,FAC_SPRFAL,aadtAdjFac,DYVOL2019,DYVOL2023,DYVOL2028,DYVOL2032,DYVOL2042,DYVOL2050,M2019,M2023,M2028,M2032,M2042,M2050,MF2019,MF2023,MF2028,MF2032,MF2042,MF2050,CO_FIPS,PLANAREA,F_AREA,ADJHIST,ADJ2019,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,OV_REV,OV_LTPRV,OV_ZERO,OV_HIADJ,OV_50LT19,OV_503X19,OV_FURREV,NOTES,NOTES_FURR,OV_SEG,NOTES_SEG,FL_REV,FL_LTPRV,FL_ZERO,FL_HIADJ,FL_50LT19,FL_503X19,FL_FURREV,FL_SEG,CO_NAME,Shape__Len,Shape__Length
9813,0129_001.4,1,1.0946,1.0117,1.0095,1.0106,3531,19982.2,21761.7,27501.4,35329.3,39450.9,37913.4,18255,19881,25125,32276,36041,34637,22000,23500,28500,36000,39500,38000,49,MAG,MAG,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,smoothing, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,742.23590756196
9814,0129_001.8,1,1.0946,1.0117,1.0095,1.0106,-11579,28886.1,30122.6,33407.7,28569.9,33201.3,35676.3,26390,27519,30520,26101,30332,32593,15000,16000,19000,14500,19000,21000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, dip in 2032 due to new facility south of I-15", ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,329.645557698036
9815,0129_001.9,1,1.0946,1.0117,1.0095,1.0106,-4645,21296.8,22018.9,25443.4,21920.8,25196.4,27792.8,19456,20116,23244,20026,23019,25391,15000,15500,18500,15500,18500,20500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Utah,0.0,2199.53533038689
9816,0129_003.0,1,1.0946,1.0117,1.0095,1.0106,-10606,27950.5,29822.5,33311.1,32356.9,34798.4,37593.9,25535,27245,30432,29560,31791,34345,15000,16500,20000,19000,21000,23500,49,MAG,MAG,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,smoothing, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,801.908417487233
9817,0129_003.3,1,1.0924,1.0104,1.0243,1.01735,-9146,23950.9,25763.3,28307.5,28184.4,30422.9,32071.3,21925,23584,25913,25800,27850,29359,13000,14500,17000,16500,18500,20000,49,MAG,MAG,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1090.05911352572
9818,0129_003.9,1,1.0924,1.0104,1.0243,1.01735,-7223,21849.9,24265.6,26386.4,26802.0,28602.0,29292.1,20002,22213,24155,24535,26183,26814,13000,15000,17000,17500,19000,19500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1281.04287401556
9819,0129_004.5,1,1.0924,1.0104,1.0243,1.01735,-11828,24411.0,23068.3,24679.9,25286.3,26984.5,27831.9,22346,21117,22592,23147,24702,25478,10500,9300,11000,11500,13000,13500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none, drop in 2023 due to 1120N", ,0, ,0,1,0,1,0,0,0,0,Utah,0.0,2793.32916297202
9820,0129_005.8,1,1.0924,1.0104,1.0243,1.01735,-11948,24541.8,23755.8,25272.0,25682.7,27124.5,29190.0,22466,21746,23134,23510,24830,26721,10500,9800,11000,11500,13000,15000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,1,0,0,0,0,Utah,0.0,802.108899183282
9821,0129_006.1,1,1.0924,1.0104,1.0243,1.01735,-9666,26351.4,21985.8,23193.9,23543.1,24738.9,26857.6,24122,20126,21232,21552,22646,24586,14500,10500,11500,12000,13000,15000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,2416.5272646794
9822,0131_000.0,1,1.0918,1.0107,1.0324,1.02155,0,0.0,12680.5,14833.4,24644.3,26218.5,68671.0,0,11614,13586,22572,24014,62897,0,11500,13500,22500,24000,63000,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none, ,0, ,0,0,0,0,0,1,0,0,Salt Lake,0.0,2172.5086541492
9823,0131_001.5,1,1.0918,1.0107,1.0324,1.02155,-2773,4144.5,15127.1,17246.5,28044.3,31244.1,74741.8,3796,13855,15796,25686,28617,68457,1000,11000,13000,23000,26000,65500,35,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"none, jump in 2023 due to bridge over jordan river, slow growth in 2028 due to mtn corridor coming online, big jump in 2050 due to increased lanes and I-15 connection", ,0, ,0,0,0,1,0,1,0,0,Salt Lake,0.0,959.392558440366
9824,0131_001.9,1,1.0924,1.0104,1.0243,1.01735,-6423,8134.0,16165.1,17932.7,28234.0,31330.1,31751.2,7446,14798,16416,25846,28680,29066,1000,8400,10000,19500,22500,22500,35,WFRC,WFRC,0,0,6700,6600,6500,6500,6500,0,0,0,1,0,1,0,low existing use model volumes, ,0, ,0,0,0,1,0,1,0,0,Salt Lake,0.0,2749.91711701957
9825,0134_000.0,1,1.0918,1.0107,1.0324,1.02155,440,4700.8,5427.4,11018.9,11790.4,17187.0,8297.2,4306,4971,10092,10799,15742,7600,4700,5400,10500,11000,16000,8000,57,WFRC,WFRC,0,0,0,-2000,-2000,-2000,0,0,1,0,0,0,0,0,West Weber extension in 2028 and West Weber extension in 2050. Adjust for centroid loading on adjacent corridor., ,0, ,0,1,0,0,0,0,0,0,Weber,0.0,2176.54018040533
9826,0134_001.0,1,1.0918,1.0107,1.0324,1.02155,1844,3329.8,3968.9,10108.7,11248.0,17851.7,13912.4,3050,3635,9259,10302,16351,12743,4900,5500,11000,12000,18000,14500,57,WFRC,WFRC,0,0,0,-3500,-3500,-3000,-3000,0,1,0,0,0,0,0,West Weber extension in 2050., ,0, ,0,1,0,0,0,0,0,0,Weber,0.0,2147.61738381714
9827,0134_002.0,1,0.9593,0.9859,1.003,0.99445,-927,5584.4,6834.4,9811.3,11632.2,17695.0,13497.2,5821,7124,10228,12126,18446,14070,4900,6200,9300,11000,17500,13000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,West Weber extension in 2050., ,0, ,0,1,0,0,0,0,0,0,Weber,0.0,2162.98709195118
9828,0134_003.0,1,0.9593,0.9859,1.003,0.99445,1144,3597.2,4488.1,7025.0,8517.1,17893.7,11516.2,3750,4679,7323,8878,18653,12005,4900,5800,8500,10000,20000,13000,57,WFRC,WFRC,0,0,0,-1000,-1000,-1000,0,0,1,0,0,0,0,0,West Weber in 2042 and further in 2050, ,0, ,0,1,0,0,0,0,0,0,Weber,0.0,1672.81258485739
9829,0134_003.8,1,0.9593,0.9859,1.003,0.99445,-2234,4926.4,5988.0,8001.3,10320.3,17097.8,18272.5,5135,6242,8341,10758,17823,19048,2900,4000,6100,8500,15500,17000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,1622.90988706589
9830,0134_004.5,1,0.9593,0.9859,1.003,0.99445,-1550,4269.6,5120.5,6687.0,8562.4,13986.4,13760.1,4451,5338,6971,8926,14580,14344,2900,3800,5400,7400,13000,13000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,2133.56747137934
9831,0134_005.5,1,0.9593,0.9859,1.003,0.99445,-1506,4227.5,5052.1,6561.2,8286.3,13448.7,13207.0,4407,5266,6840,8638,14019,13767,2900,3800,5300,7100,12500,12500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,2068.58997823313
9832,0134_006.5,1,1.0918,1.0107,1.0324,1.02155,-941,3865.4,5397.5,7988.7,10339.2,17468.8,18862.7,3540,4944,7317,9470,16000,17277,2600,4000,6400,8500,15000,16500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,1332.26860097485
9833,0134_007.1,1,1.0918,1.0107,1.0324,1.02155,-238,3097.4,4524.2,6922.5,9097.0,15473.9,16747.2,2837,4144,6340,8332,14173,15339,2600,3900,6100,8100,14000,15000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,588.744000275221
9834,0134_007.4,1,1.0918,1.0107,1.0324,1.02155,-2061,3533.6,5071.8,8008.8,10573.0,17715.9,20645.0,3236,4645,7335,9684,16226,18909,1200,2600,5300,7600,14000,17000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,1,0,1,0,High growth area, ,0, ,0,0,0,1,0,1,0,0,Weber,0.0,810.036795573972
9835,0134_007.8,1,1.0918,1.0107,1.0324,1.02155,-2064,3536.5,4677.3,6925.7,9039.1,14154.3,16323.9,3239,4284,6343,8279,12964,14951,1200,2200,4300,6200,11000,13000,57,WFRC,WFRC,0,0,0,0,0,0,0,1,1,1,1,1,1,1,high growth area, ,0, ,1,0,0,1,0,0,0,0,Weber,0.0,1498.61322529646
9836,0134_008.5,1,1.0918,1.0107,1.0324,1.02155,-448,3404.2,4778.3,6598.3,7359.8,11304.6,13582.3,3118,4377,6044,6741,10354,12440,2700,3900,5600,6300,9900,12000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,1580.75542299684
9837,0134_009.2,1,1.0918,1.0107,1.0324,1.02155,-25,5002.5,6670.8,8747.4,9511.0,14026.9,16857.0,4582,6110,8012,8711,12847,15440,4600,6100,8000,8700,13000,15500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,2819.28887650272
9838,0134_010.5,1,1.0918,1.0107,1.0324,1.02155,-2750,7977.8,9460.1,11618.4,12200.8,16914.8,19919.9,7307,8665,10642,11175,15493,18245,4600,5900,7900,8400,12500,15500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High growth area, ,0, ,0,0,0,0,0,1,0,0,Weber,0.0,1816.47772019905
9839,0134_011.3,1,1.0924,1.0104,1.0243,1.01735,-3954,30955.7,33157.8,37529.8,41141.9,47312.6,52474.3,28337,30353,34355,37662,43311,48036,24500,26500,30500,33500,39500,44000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None, ,0, ,0,0,0,0,0,0,0,0,Weber,0.0,1125.17081138521
9840,0134_011.9,1,1.0924,1.0104,1.0243,1.01735,973,28997.4,31069.5,35196.8,38541.1,44570.9,49480.1,26545,28442,32220,35281,40801,45295,27500,29500,33000,36500,42000,46500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None, ,0, ,0,0,0,0,0,0,0,0,Weber,0.0,1125.52426145249
9841,0134_012.4,1,1.0924,1.0104,1.0243,1.01735,435,18157.7,19641.8,22517.8,24122.5,27731.1,29538.2,16622,17980,20613,22082,25385,27040,17000,18500,21000,22500,26000,27500,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None, ,0, ,0,0,0,0,0,0,0,0,Weber,0.0,272.342236625409
9842,0134_012.5,1,1.0924,1.0104,1.0243,1.01735,2966,15393.3,16885.0,19652.7,21053.3,24358.4,25995.4,14091,15457,17990,19273,22298,23797,17000,18500,21000,22000,25500,27000,57,WFRC,WFRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None, ,0, ,0,0,0,0,0,0,0,0,Weber,0.0,1231.06650310043
9843,0134_013.1,1,1.0924,1.0104,1.0243,1.01735,8068,12310.1,13456.4,16043.0,15882.1,18911.9,20171.6,11269,12318,14686,14539,17312,18465,19500,20500,23000,22500,25500,26500,57,WFRC,WFRC,0,0,500,-500,0,0,0,1,1,1,1,1,1,1,Smoothing, ,0, ,0,1,0,0,0,0,0,0,Weber,0.0,2616.72677847392
9844,0135_000.0,1,1.0946,1.0117,1.0095,1.0106,1000,0.0,0.0,0.0,15024.6,13892.7,16005.3,0,0,0,13726,12692,14622,1000,1000,1000,14500,13500,15500,49,MAG,MAG,0,0,0,0,-1000,0,0,0,0,0,1,0,1,0,smoothing, ,0, ,0,0,0,1,0,1,0,0,Utah,0.0,978.556395450932
9845,0135_000.2,1,1.0946,1.0117,1.0095,1.0106,-9280,13626.0,17679.6,18168.2,22933.0,21174.4,26103.7,12448,16152,16598,20951,19344,23848,3200,6900,7300,11500,10000,14500,49,MAG,MAG,0,0,0,0,-1000,1100,0,0,0,0,0,0,0,0,th, ,0, ,0,0,0,1,0,1,0,0,Utah,0.0,309.864029393242
9846,0135_000.4,1,1.0946,1.0117,1.0095,1.0106,-7720,45546.2,47954.1,49110.2,30420.9,32341.2,40354.4,41610,43810,44866,27792,29546,36867,34000,36000,37000,20000,22000,29000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"th (cd - smoothing, dip in 2032 due to new facility off I-15)", ,0, ,0,1,0,0,1,0,0,0,Utah,0.0,778.79834235481
9847,0140_000.0,1,1.0924,1.0104,1.0243,1.01735,-9847,15522.0,15710.2,16177.4,13161.8,15246.5,13352.5,14209,14381,14809,12049,13957,12223,4400,4500,5000,2200,4100,2400,35,WFRC,WFRC,7100,0,200,-100,0,-200,0,0,1,0,1,1,0,0,"big smoothing in 2050, dip in 2032 due to adj segment coming online. dip in 2050 due to new I-15 interchange", ,0, ,0,1,0,1,1,0,0,0,Salt Lake,0.0,1518.16062595883
9848,0140_000.5,1,1.0924,1.0104,1.0243,1.01735,-20148,26774.5,34358.4,36641.2,45605.2,42191.4,34873.1,24510,31452,33542,41748,38623,31923,4400,11500,13500,21500,18500,12000,35,WFRC,WFRC,0,0,0,0,0,0,1000,0,1,0,1,0,0,0,"smoothing, jump in 2023 due to bridge over jordan river, jump in 2032 due to adj segment coming online, dips in 2042/50 due to new I-15 connections", ,0, ,0,1,0,1,0,0,0,0,Salt Lake,0.0,619.41303015443
9849,0140_000.8,1,1.0924,1.0104,1.0243,1.01735,-22669,29528.3,36164.2,39571.6,50550.8,40092.2,40030.3,27031,33105,36224,46275,36701,36644,4400,10500,13500,23500,14000,14000,35,WFRC,WFRC,0,0,0,0,-1000,0,0,0,1,0,1,0,1,0,"smoothing, jump in 2023 due to bridge over jordan river, jump in 2032 due to adj segment coming online, dips in 2042/50 due to new I-15 connections", ,0, ,0,1,0,1,0,1,0,0,Salt Lake,0.0,299.411376791265
9850,0141_000.0,1,0.984,1.0276,1.0316,1.0296,-327,749.5,725.4,958.0,1012.3,932.0,1304.5,762,737,974,1029,947,1326,450,400,650,700,600,1000,49,MAG,MAG,0,0,50,0,0,100,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1777.80671166109
9851,0141_000.9,1,0.984,1.0276,1.0316,1.0296,-563,982.4,958.5,1208.3,1258.2,1247.6,1585.5,998,974,1228,1279,1268,1611,450,400,650,700,700,1000,49,MAG,MAG,0,0,50,0,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,1,0,0,0,0,Utah,0.0,2776.11176283664
9852,0141_002.2,1,0.984,1.0276,1.0316,1.0296,-1416,3276.3,3362.0,3709.9,3594.1,4054.5,4548.9,3330,3417,3770,3653,4120,4623,1900,2000,2400,2200,2700,3200,49,MAG,MAG,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,2099.3912669647
9853,0141_003.2,1,0.984,1.0276,1.0316,1.0296,203,1684.0,1710.4,1878.8,1827.0,2065.4,2222.4,1711,1738,1909,1857,2099,2259,1900,1900,2100,2100,2300,2500,49,MAG,MAG,0,0,0,0,100,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,535.598059666586
9854,0141_003.5,1,0.984,1.0276,1.0316,1.0296,-1416,3276.3,3362.0,3709.9,3594.1,4054.5,4548.9,3330,3417,3770,3653,4120,4623,1900,2000,2400,2200,2700,3200,49,MAG,MAG,0,0,0,-100,100,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1251.77303376373
9855,0141_004.1,1,0.984,1.0276,1.0316,1.0296,181,1298.2,1343.2,1724.3,1802.3,1716.3,2227.1,1319,1365,1752,1832,1744,2263,1500,1500,1900,2000,1900,2400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,2339.44180762737
9856,0141_005.2,1,0.984,1.0276,1.0316,1.0296,327,1153.9,1195.5,1557.9,1652.0,1580.3,2201.1,1173,1215,1583,1679,1606,2237,1500,1500,1900,2000,1900,2600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,1678.21232431637
9857,0141_006.0,1,0.984,1.0276,1.0316,1.0296,327,1153.9,1195.5,1557.9,1652.0,1580.3,2201.1,1173,1215,1583,1679,1606,2237,1500,1500,1900,2000,1900,2600,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,1364.42025933774
9858,0144_000.0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,MAG,MAG,0,0,100,150,200,300,350,0,0,0,0,0,0,0,hand forecast, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,5250.31428780333
9859,0145_000.0,1,1.1568,1.0112,1.0105,1.01085,15728,8428.2,8833.0,14391.8,20135.2,29546.6,103080.4,7286,7636,12441,17406,25542,89108,23000,23500,28000,33000,41500,105000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,2406.13186206254
9860,0145_001.1,1,1.1568,1.0112,1.0105,1.01085,-10504,40995.2,37354.8,47167.5,50963.8,61629.8,114863.9,35438,32291,40774,44056,53276,99295,25000,22000,30500,33500,43000,89000,49,MAG,MAG,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,2023 shift to Riverside Dr. Conversion to freeway in 2050., ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,583.416307455218
9861,0145_001.4,1,1.1568,1.0112,1.0105,1.01085,-11674,42348.4,47173.3,54089.5,57271.6,69880.8,129671.6,36608,40779,46758,49509,60409,112095,25000,29000,35000,38000,48500,100000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,2967.37649897287
9862,0145_002.8,1,1.1568,1.0112,1.0105,1.01085,-8418,38581.1,44143.7,44490.6,49742.6,62378.6,124532.6,33352,38160,38460,43000,53923,107653,25000,29500,30000,34500,45500,99000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,1078.66376686699
9863,0145_003.3,1,1.1568,1.0112,1.0105,1.01085,-9535,39873.9,44899.4,46260.7,50893.1,62138.5,131957.9,34469,38813,39990,43995,53716,114071,25000,29500,30500,34500,44000,105000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,1101.84582718629
9864,0145_003.8,1,1.1568,1.0112,1.0105,1.01085,-6130,35934.7,40448.3,43398.6,49666.7,60002.4,127142.7,31064,34966,37516,42935,51869,109909,25000,29000,31500,37000,45500,104000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,1123.24049834261
9865,0145_004.4,1,1.1568,1.0112,1.0105,1.01085,-9853,40241.6,46015.4,48506.6,48411.6,61377.9,126986.6,34787,39778,41932,41850,53058,109774,25000,30000,32000,32000,43000,100000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,912.980030495607
9866,0145_004.8,1,1.1568,1.0112,1.0105,1.01085,9090,45398.4,49552.7,50473.7,50421.4,64794.0,124666.0,39245,42836,43632,43587,56011,107768,48500,52000,52500,52500,65000,117000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1057.45363904099
9867,0145_005.3,1,1.1568,1.0112,1.0105,1.01085,9476,44952.6,49133.7,50046.6,50093.1,55688.5,109305.2,38859,42474,43263,43303,48140,94489,48500,52000,52500,53000,57500,104000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,975.23153278922
9868,0145_005.8,1,1.1568,1.0112,1.0105,1.01085,-13394,49540.8,53263.9,57148.4,52625.5,52214.8,107831.5,42826,46044,49402,45492,45137,93215,29500,32500,36000,32000,31500,80000,49,MAG,MAG,0,0,0,0,-500,500,0,0,0,0,0,0,0,0,freeway conversion in 2050, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,850.218237323226
9869,0145_006.2,1,1.1568,1.0112,1.0105,1.01085,-13632,49816.6,53679.6,57653.0,49529.8,47834.3,71133.6,43064,46404,49838,42816,41351,61492,29500,33000,36000,29000,27500,48000,49,MAG,MAG,0,0,0,0,-1000,1000,0,0,0,0,0,0,0,0,Vineyard Connector in 2032. Freeway conversion in 2050, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,797.540642924578
9870,0145_006.6,1,1.0946,1.0117,1.0095,1.0106,771,41266.2,44172.4,45303.0,43857.3,45034.1,54353.2,37700,40355,41388,40067,41142,49656,38500,41000,42000,41000,42000,50500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vineyard Connector in 2032, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,669.100628513517
9871,0147_000.0,1,0.984,1.0276,1.0316,1.0296,-95,684.6,751.1,835.0,912.8,1038.6,1551.5,696,763,849,928,1055,1577,600,650,750,850,950,1500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,2129.51132224841
9872,0147_001.0,1,0.984,1.0276,1.0316,1.0296,242,353.7,380.6,385.0,409.8,452.6,997.1,359,387,391,416,460,1013,600,650,650,650,700,1300,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,3230.03231475948
9873,0147_002.5,1,0.984,1.0276,1.0316,1.0296,233,361.9,393.0,387.2,409.1,470.8,760.7,368,399,393,416,478,773,600,650,650,650,700,1000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Utah,0.0,1066.01905111915
9874,0147_003.1,1,0.984,1.0276,1.0316,1.0296,179,415.0,398.6,427.2,479.6,524.6,714.2,422,405,434,487,533,726,600,600,600,650,700,900,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,1784.1903251958
9875,0147_003.9,1,0.984,1.0276,1.0316,1.0296,534,414.0,401.2,445.7,500.7,532.6,716.1,421,408,453,509,541,728,950,950,1000,1000,1100,1300,49,MAG,MAG,0,0,50,0,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1982.59847234266
9876,0147_004.8,1,0.984,1.0276,1.0316,1.0296,240,703.7,665.6,670.4,766.3,783.8,1183.1,715,676,681,779,797,1202,950,900,900,1000,1000,1400,49,MAG,MAG,0,0,50,50,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,1,0,0,0,0,0,0,Utah,0.0,2240.7940232557
9877,0147_005.9,1,0.984,1.0276,1.0316,1.0296,509,1165.7,1150.6,1138.6,1279.2,1292.3,3757.3,1185,1169,1157,1300,1313,3818,1700,1700,1700,1800,1800,4300,49,MAG,MAG,0,0,0,100,0,0,0,0,0,0,0,0,0,0,smooth, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,2160.53877563404
9878,0147_006.9,1,0.984,1.0276,1.0316,1.0296,704,1003.0,1067.9,1351.2,1813.2,2332.8,6200.4,1019,1085,1373,1843,2371,6301,1700,1800,2100,2500,3100,7000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,2397.67349992473
9879,0147_008.1,1,0.984,1.0276,1.0316,1.0296,1433,665.9,705.8,855.7,981.0,1876.8,3203.0,677,717,870,997,1907,3255,2100,2200,2300,2400,3300,4700,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,1066.84783700106
9880,0147_008.6,1,0.984,1.0276,1.0316,1.0296,1340,758.0,806.0,970.9,1105.0,2081.2,3954.6,770,819,987,1123,2115,4019,2100,2200,2300,2500,3500,5400,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Utah,0.0,447.769147029206
9881,0147_008.8,1,0.984,1.0276,1.0316,1.0296,1247,849.0,891.2,1078.2,1207.0,2183.3,4435.5,863,906,1096,1227,2219,4508,2100,2200,2300,2500,3500,5800,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none, ,0, ,0,0,0,0,0,0,0,0,Utah,0.0,593.300313124113
9882,0147_009.1,1,0.984,1.0276,1.0316,1.0296,988,1104.5,1177.8,1392.0,1432.8,2798.0,5916.7,1122,1197,1415,1456,2843,6013,2100,2200,2400,2400,3800,7000,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Utah,0.0,1420.68531930833
9883,0147_009.8,1,0.984,1.0276,1.0316,1.0296,989,1277.9,1335.3,1591.2,1532.0,4091.1,7739.2,1299,1357,1617,1557,4158,7865,2300,2300,2600,2500,5100,8900,49,MAG,MAG,0,0,0,0,100,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,1,0,0,Utah,0.0,1041.02079502153
9884,0147_010.3,1,0.984,1.0276,1.0316,1.0296,971,1295.6,1346.7,1604.9,1562.7,5464.7,10554.0,1317,1369,1631,1588,5554,10726,2300,2300,2600,2600,6500,11500,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,new center st interchange in 2042, ,0, ,0,0,0,0,0,1,0,0,Utah,0.0,564.69069563757
9885,0147_010.5,1,0.984,1.0276,1.0316,1.0296,957,1309.6,1355.7,1620.9,2429.7,0.0,0.0,1331,1378,1647,2469,0,0,2300,2300,2600,3400,0,0,49,MAG,MAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,0, ,1,0,0,0,0,0,0,0,Utah,0.0,541.227537548389
