SEGID,EDITKEY,ADJ2023,ADJ2028,ADJ2032,ADJ2042,ADJ2050,NOTES,TIMESTAMP,ObjectId,NOTES_FURREV
0048_000.5,6R$xH#e^9i#8*fwR,1000,1000,1500,1500,2000,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437383794,2026,
0048_001.0,6R$xH#e^9i#8*fwR,2000,0,0,0,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437511676,2027,
0048_001.0,6R$xH#e^9i#8*fwR,2000,0,500,0,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437534989,2028,
0048_001.0,6R$xH#e^9i#8*fwR,2000,0,500,-500,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437561464,2029,
0048_001.0,6R$xH#e^9i#8*fwR,2000,500,500,-500,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437585137,2030,
0048_001.5,6R$xH#e^9i#8*fwR,1000,0,0,0,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437640188,2031,
0048_001.5,6R$xH#e^9i#8*fwR,1000,0,500,0,0,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437673861,2032,
0048_001.5,6R$xH#e^9i#8*fwR,1000,0,500,0,2000,"smoothing, dip in 2023 due to additional lanes on I-15, dip in 2032 due to bangerter",1696437708423,2033,
0048_002.0,6R$xH#e^9i#8*fwR,0,0,0,0,0,dip in 2032 due to bangerter,1696437925773,2034,
0048_002.0,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2032 due to bangerter",1696437947170,2035,
0048_002.5,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2032 due to bangerter",1696438021839,2036,
0048_003.3,6R$xH#e^9i#8*fwR,-2000,0,0,0,0,,1696438121656,2037,
0048_003.3,6R$xH#e^9i#8*fwR,-2000,-1000,0,0,0,,1696438139647,2038,
0048_003.3,6R$xH#e^9i#8*fwR,-2000,-1000,-1000,0,0,"smoothing, dip in 2032 due to bangerter",1696438186732,2039,
0048_003.3,6R$xH#e^9i#8*fwR,-2000,-1000,-1000,-500,0,"smoothing, dip in 2032 due to bangerter",1696438198993,2040,
0048_003.3,6R$xH#e^9i#8*fwR,-2000,-1000,-500,-500,0,"smoothing, dip in 2032 due to bangerter",1696438211775,2041,
0048_003.3,6R$xH#e^9i#8*fwR,-1500,-1000,-500,-500,0,"smoothing, dip in 2032 due to bangerter",1696438222625,2042,
0048_003.3,6R$xH#e^9i#8*fwR,-1500,-1000,-500,0,0,"smoothing, dip in 2032 due to bangerter",1696438249756,2043,
0048_003.3,6R$xH#e^9i#8*fwR,-1500,-500,-500,0,0,"smoothing, dip in 2032 due to bangerter",1696438273626,2044,
0048_003.5,6R$xH#e^9i#8*fwR,-1000,0,0,0,0,,1696438309099,2045,
0048_003.5,6R$xH#e^9i#8*fwR,-1000,0,500,0,0,,1696438337099,2046,
0048_003.5,6R$xH#e^9i#8*fwR,-1000,0,0,0,0,,1696438355781,2047,
0048_003.5,6R$xH#e^9i#8*fwR,-500,0,0,0,0,,1696438386628,2048,
0048_003.5,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, dip in 2032 due to bangerter",1696438531983,2049,
0048_003.9,6R$xH#e^9i#8*fwR,0,500,0,0,0,smoothing,1696440572340,2050,
0048_003.9,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696440598790,2051,
0048_004.1,6R$xH#e^9i#8*fwR,0,500,0,0,0,smoothing,1696440631082,2052,
0048_004.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,smoothing,1696440697685,2053,
0048_004.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696440759732,2054,
0065_000.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,,1696440917510,2055,Add SEGID to model links
0065_002.4,6R$xH#e^9i#8*fwR,0,0,0,0,0,,1696440927735,2056,Add SEGID to model links
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,3000,0,"dip in 2028 due to mtn view corridor,",1696441104296,2057,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,4000,0,"dip in 2028 due to mtn view corridor,",1696441116360,2058,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,4000,1100,"dip in 2028 due to mtn view corridor,",1696441174181,2059,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,2000,1100,"dip in 2028 due to mtn view corridor,",1696441278681,2060,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,2000,1000,"dip in 2028 due to mtn view corridor,",1696441302481,2061,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,2000,1000,"smoothing, dip in 2028 due to mtn view corridor, dip in 2050 due to mtn view corridor expansion",1696441341889,2062,
0068_036.0,6R$xH#e^9i#8*fwR,0,0,0,1000,1000,"smoothing, dip in 2028 due to mtn view corridor, dip in 2050 due to mtn view corridor expansion",1696441355739,2063,
0068_038.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,"dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway,",1696441858404,2064,
0068_038.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to porter rockwell connection over jordan river, dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway,",1696442391585,2065,
0068_038.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to porter rockwell connection over jordan river, dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway",1696442400864,2066,
0068_039.2,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to porter rockwell connection over jordan river, dip in 2032 due to increased lanes on porter rockwell and bangerter becoming a freeway",1696442414480,2067,
0068_040.1,6R$xH#e^9i#8*fwR,1000,0,0,0,0,,1696442443294,2068,
0068_040.1,6R$xH#e^9i#8*fwR,1000,0,500,0,0,,1696442458591,2069,
0068_040.1,6R$xH#e^9i#8*fwR,1000,0,500,0,0,smoothing,1696442475020,2070,
0068_040.8,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, no growth in 2028 due to increased lanes on I-15, growth in 2050 due to bangerter/I-15 reaching capacity",1696542637961,2071,
0068_040.1,6R$xH#e^9i#8*fwR,1000,0,500,0,0,"smoothing, growth in 2050 due to bangerter/I-15 reaching capacity",1696542653502,2072,
0068_041.3,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696603332235,2073,
0068_042.3,6R$xH#e^9i#8*fwR,0,-500,0,0,0,smoothing,1696603834990,2074,
0068_043.3,6R$xH#e^9i#8*fwR,0,-500,0,0,0,,1696603964910,2075,
0068_043.3,6R$xH#e^9i#8*fwR,0,-500,500,0,0,,1696603974268,2076,
0068_043.3,6R$xH#e^9i#8*fwR,0,-500,500,500,0,smoothing,1696604179478,2077,
0068_043.8,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696604340140,2078,
0068_043.8,6R$xH#e^9i#8*fwR,500,0,1000,0,0,smoothing,1696604366250,2079,
0068_043.8,6R$xH#e^9i#8*fwR,500,0,1000,500,0,smoothing,1696604410330,2080,
0068_043.8,6R$xH#e^9i#8*fwR,500,0,1000,500,0,"smoothing, slow growth due to I-15 increasing lanes",1696604456600,2081,
0068_045.1,6R$xH#e^9i#8*fwR,2500,0,0,0,0,,1696604924801,2082,
0068_045.1,6R$xH#e^9i#8*fwR,2500,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696604970759,2083,
0068_045.1,6R$xH#e^9i#8*fwR,3000,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696605093248,2084,
0068_045.1,6R$xH#e^9i#8*fwR,3000,-500,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696605112756,2085,
0068_045.1,6R$xH#e^9i#8*fwR,3000,-500,500,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696605130747,2086,
0068_045.1,6R$xH#e^9i#8*fwR,3000,-500,500,500,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696605158868,2087,
0068_045.8,6R$xH#e^9i#8*fwR,0,0,0,-2000,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605277564,2088,
0068_045.8,6R$xH#e^9i#8*fwR,0,0,0,-2000,-1000,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605298015,2089,
0068_046.8,6R$xH#e^9i#8*fwR,0,0,500,0,0,"smoothing, dip in 2023 due to I-15 increase lanes,dip in 2032 due to bangerter expansion",1696605425246,2090,
0068_046.8,6R$xH#e^9i#8*fwR,0,0,500,0,500,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605457731,2091,
0068_046.8,6R$xH#e^9i#8*fwR,0,0,500,0,1000,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605466777,2092,
0068_046.8,6R$xH#e^9i#8*fwR,0,0,500,0,1500,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605484652,2093,
0068_047.2,6R$xH#e^9i#8*fwR,0,0,0,0,1000,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605521774,2094,
0068_047.8,6R$xH#e^9i#8*fwR,0,0,0,0,1500,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605769003,2095,
0068_048.3,6R$xH#e^9i#8*fwR,0,0,0,1000,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605988992,2096,
0068_048.3,6R$xH#e^9i#8*fwR,0,0,0,1500,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696605999611,2097,
0068_048.3,6R$xH#e^9i#8*fwR,0,0,0,1500,1500,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696606026036,2098,
0068_048.3,6R$xH#e^9i#8*fwR,0,0,0,1500,2000,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696606041296,2099,
0068_049.3,6R$xH#e^9i#8*fwR,500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696606092467,2100,
0068_049.3,6R$xH#e^9i#8*fwR,500,0,500,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696606112316,2101,
0068_049.3,6R$xH#e^9i#8*fwR,500,0,500,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696606224782,2102,WHY DROP in 2050!?!?
0068_050.3,6R$xH#e^9i#8*fwR,1000,0,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696607170947,2103,
0068_050.3,6R$xH#e^9i#8*fwR,1000,-500,0,0,0,"smoothing, dip in 2023 due to I-15 increase lanes, dip in 2032 due to bangerter expansion",1696607192812,2104,
0068_050.3,6R$xH#e^9i#8*fwR,1000,-500,0,0,500,"smoothing, dip in 2032 due to bangerter expansion",1696607236717,2105,
0068_050.3,6R$xH#e^9i#8*fwR,1000,-500,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696607248740,2106,
0068_050.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,,1696607410058,2107,
0068_050.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",1696607483788,2108,
0068_050.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",1696607512971,2109,
0068_051.3,6R$xH#e^9i#8*fwR,0,0,500,0,0,,1696607648545,2110,
0068_051.3,6R$xH#e^9i#8*fwR,0,0,500,0,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",1696607693065,2111,
0068_051.3,6R$xH#e^9i#8*fwR,0,0,500,500,0,"smoothing, dip in 2032 due to bangerter expansion and I-15 increased lanes",1696607706727,2112,
0068_052.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,dip in 2032 due to bangerter expansion and I-15 increased lanes,1696607801150,2113,
0068_052.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696607848378,2114,
0068_053.1,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696607882187,2115,
0068_053.1,6R$xH#e^9i#8*fwR,100,0,500,0,0,smoothing,1696607908727,2116,
0068_053.1,6R$xH#e^9i#8*fwR,500,0,500,0,0,smoothing,1696607916370,2117,
0068_053.3,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696607953022,2118,
0068_053.3,6R$xH#e^9i#8*fwR,0,0,500,1500,0,smoothing,1696607966906,2119,
0068_054.3,6R$xH#e^9i#8*fwR,1000,0,0,0,0,smoothing,1696609125080,2120,
0068_054.3,6R$xH#e^9i#8*fwR,700,0,0,0,0,smoothing,1696609136039,2121,
0068_054.3,6R$xH#e^9i#8*fwR,1000,0,0,0,0,smoothing,1696609147079,2122,
0068_054.8,6R$xH#e^9i#8*fwR,1000,0,0,0,0,smoothing,1696609192624,2123,
0068_054.8,6R$xH#e^9i#8*fwR,1000,0,0,0,0,smoothing,1696609221123,2124,
0068_055.7,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696609256472,2125,
0068_055.7,6R$xH#e^9i#8*fwR,500,0,0,0,0,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",1696609432564,2126,
0068_055.7,6R$xH#e^9i#8*fwR,500,0,0,0,0,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",1696609449495,2127,
0068_056.2,6R$xH#e^9i#8*fwR,0,0,0,0,0,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",1696609874825,2128,
0068_056.2,6R$xH#e^9i#8*fwR,0,0,0,0,500,"smoothing, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",1696609886577,2129,
0068_056.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2042 due to increased capacity/traffic on 2100 South Fwy",1696609930726,2130,
0068_056.8,6R$xH#e^9i#8*fwR,0,0,0,0,500,smoothing,1696610011068,2131,
0068_057.3,6R$xH#e^9i#8*fwR,0,0,0,0,1000,smoothing,1696610046481,2132,
0068_057.3,6R$xH#e^9i#8*fwR,500,0,0,0,1000,smoothing,1696610055481,2133,
0068_058.1,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696610139621,2134,
0068_058.7,6R$xH#e^9i#8*fwR,0,0,-500,0,0,smoothing,1696610230198,2135,
0068_059.1,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696610305820,2136,
0068_059.1,6R$xH#e^9i#8*fwR,0,0,1000,0,0,smoothing,1696610325955,2137,
0068_059.1,6R$xH#e^9i#8*fwR,0,0,1000,500,0,smoothing,1696610338202,2138,
0068_059.5,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696610417123,2139,
0068_060.4,6R$xH#e^9i#8*fwR,0,0,0,0,0,dip in 2042 due to increased lanes on 215,1696610493746,2140,
0068_060.4,6R$xH#e^9i#8*fwR,0,0,0,0,500,"smoothing, dip in 2042 due to increased lanes on 215",1696610514667,2141,
0068_060.8,6R$xH#e^9i#8*fwR,0,0,0,0,500,"smoothing, dip in 2042 due to increased lanes on 215",1696610545688,2142,
0068_060.4,6R$xH#e^9i#8*fwR,0,0,0,500,500,smoothing,1696610638709,2143,
0068_060.8,6R$xH#e^9i#8*fwR,0,0,0,500,500,smoothing,1696610655021,2144,
0068_061.8,6R$xH#e^9i#8*fwR,0,0,500,500,500,smoothing,1696610671533,2145,
0068_061.8,6R$xH#e^9i#8*fwR,500,0,500,500,500,smoothing,1696610683663,2146,
0068_061.8,6R$xH#e^9i#8*fwR,500,0,500,500,500,smoothing,1696610713786,2147,No growth?
0071_000.0,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696611571800,2148,
0071_000.4,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696611665503,2149,
0071_001.4,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2032 due to bangerter expansion",1696611785673,2150,
0071_002.4,6R$xH#e^9i#8*fwR,500,0,0,0,0,,1696611826843,2151,
0071_002.4,6R$xH#e^9i#8*fwR,500,0,1000,0,0,,1696611844643,2152,
0071_002.4,6R$xH#e^9i#8*fwR,500,500,0,0,0,,1696611867386,2153,
0071_002.4,6R$xH#e^9i#8*fwR,500,500,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696611892754,2154,
0071_002.9,6R$xH#e^9i#8*fwR,1500,0,0,0,0,smoothing,1696612020787,2155,
0071_002.9,6R$xH#e^9i#8*fwR,1500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696612045865,2156,
0071_002.9,6R$xH#e^9i#8*fwR,1500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",1696612108763,2157,
0071_002.4,6R$xH#e^9i#8*fwR,500,500,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, , bump in 2042 due to increased lanes",1696612119964,2158,
0071_002.4,6R$xH#e^9i#8*fwR,500,500,0,0,0,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",1696612126290,2159,
0071_004.1,6R$xH#e^9i#8*fwR,0,0,0,0,500,"smoothing, dip in 2032 due to bangerter expansion, bump in 2042 due to increased lanes",1696612178728,2160,
0071_004.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,smoothing,1696612243836,2161,
0071_004.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696612269260,2162,
0071_004.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, dip in 2032 due to bangerter expansion",1696612271478,2163,
0071_004.7,6R$xH#e^9i#8*fwR,0,0,0,1000,0,"smoothing, dip in 2032 due to bangerter expansion",1696612294185,2164,
0071_004.7,6R$xH#e^9i#8*fwR,-500,0,0,1000,0,"smoothing, dip in 2032 due to bangerter expansion",1696612311910,2165,
0071_004.7,6R$xH#e^9i#8*fwR,-500,0,0,1000,0,"smoothing, dip in 2032 due to bangerter expansion",1696612337072,2166,
0071_005.0,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696612503852,2167,
0071_005.1,6R$xH#e^9i#8*fwR,0,500,0,0,0,,1696612567685,2168,
0071_005.1,6R$xH#e^9i#8*fwR,0,500,0,0,0,smoothing,1696612582096,2169,
0071_005.5,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696612611183,2170,
0071_006.0,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696612640815,2171,
0071_006.6,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696612663036,2172,
0071_007.2,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15",1696612728103,2173,
0071_007.7,6R$xH#e^9i#8*fwR,0,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696612967297,2174,
0071_008.2,6R$xH#e^9i#8*fwR,2000,0,0,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696613446509,2175,
0071_008.2,6R$xH#e^9i#8*fwR,2000,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696613468874,2176,
0071_008.2,6R$xH#e^9i#8*fwR,2000,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696613497006,2177,WHY DID IT DROP SO MUCH?
0071_008.2,6R$xH#e^9i#8*fwR,2000,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696614645532,2178,
0071_009.2,6R$xH#e^9i#8*fwR,0,-1000,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15",1696614690625,2179,
0071_009.7,6R$xH#e^9i#8*fwR,-500,0,0,0,0,"smoothing, big jump in 2042 due to increased lanes",1696614754021,2180,
0071_009.7,6R$xH#e^9i#8*fwR,-1000,0,0,0,0,"smoothing, big jump in 2042 due to increased lanes",1696614764465,2181,
0071_009.7,6R$xH#e^9i#8*fwR,-1000,-500,0,0,0,"smoothing, big jump in 2042 due to increased lanes",1696614807005,2182,
0071_009.7,6R$xH#e^9i#8*fwR,-1000,-500,0,-500,0,"smoothing, big jump in 2042 due to increased lanes",1696614822866,2183,
0071_009.7,6R$xH#e^9i#8*fwR,-1000,-500,0,-500,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696614850286,2184,
0071_010.2,6R$xH#e^9i#8*fwR,0,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696614881383,2185,
0071_010.7,6R$xH#e^9i#8*fwR,0,0,1000,0,0,,1696614990134,2186,
0071_010.7,6R$xH#e^9i#8*fwR,0,0,1000,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615010005,2187,
0071_011.5,6R$xH#e^9i#8*fwR,0,0,1000,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615028173,2188,
0071_011.5,6R$xH#e^9i#8*fwR,0,-500,1000,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615035206,2189,
0071_011.7,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615074382,2190,
0071_012.2,6R$xH#e^9i#8*fwR,0,0,500,0,0,"smoothing, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615095498,2191,
0071_012.6,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, dip in 2023 due to increased lanes on I-15, big jump in 2042 due to increased lanes",1696615126356,2192,
0071_012.7,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothin,1696615248359,2193,
0071_012.7,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696615250857,2194,
0071_013.3,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696615460664,2195,
0071_014.1,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696615529938,2196,
0071_014.6,6R$xH#e^9i#8*fwR,500,0,0,0,0,smoothing,1696615736210,2197,
0071_015.7,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696615799389,2198,
0071_016.5,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696615808060,2199,
0071_017.4,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696615814346,2200,
0071_018.3,6R$xH#e^9i#8*fwR,0,0,2500,0,0,smoothing,1696616098769,2201,
0071_019.2,6R$xH#e^9i#8*fwR,0,0,0,0,0,,1696616248487,2202,WHY DOES THIS DROP?
0071_019.6,6R$xH#e^9i#8*fwR,0,500,0,0,0,smoothing,1696616494568,2203,
0071_020.0,6R$xH#e^9i#8*fwR,0,0,500,0,0,,1696616514116,2204,
0071_020.0,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696616518241,2205,
0071_020.6,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696616532985,2206,
0071_021.2,6R$xH#e^9i#8*fwR,0,0,500,0,0,smoothing,1696616544106,2207,
0071_021.7,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696616552102,2208,
0071_021.9,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696616569106,2209,
0071_022.2,6R$xH#e^9i#8*fwR,0,0,0,0,0,none,1696616576242,2210,
0071_022.3,6R$xH#e^9i#8*fwR,0,0,0,0,500,drop in 2028 due to area type change,1696617264276,2211,
0071_022.3,6R$xH#e^9i#8*fwR,0,0,0,0,500,"smoothing, drop in 2028 due to area type change",1696617272996,2212,
0071_022.3,6R$xH#e^9i#8*fwR,0,0,0,0,500,,1696617357155,2213,
0071_022.3,6R$xH#e^9i#8*fwR,0,0,0,0,500,,1696617382453,2214,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,,1696617396198,2215,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,11000,0,0,0,,1696617580930,2216,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,13000,0,0,0,,1696617594136,2217,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,13000,12500,0,0,,1696617604673,2218,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,13000,12500,13500,0,,1696617627660,2219,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,13000,12500,13500,14000,,1696617635048,2220,big drop due to area change -- needs to be brought back to previous volume
0071_022.3,6R$xH#e^9i#8*fwR,0,13000,12500,13500,14000,"big changes to ""undo"" the big drops related to change of area type",1696617678384,2221,CHECK
0080_101.5,6R$xH#e^9i#8*fwR,0,0,0,0,0,dip in 2032 due to improvements to mtn view corridor and bangerter hwy,1696874147564,2222,
0080_104.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,dip in 2032 due to improvements to mtn view corridor and bangerter hwy,1696874183108,2223,
0080_111.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,"big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874354104,2224,
0080_112.5,6R$xH#e^9i#8*fwR,0,0,-3000,0,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874720293,2225,
0080_112.5,6R$xH#e^9i#8*fwR,0,0,0,4000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874743582,2226,
0080_112.5,6R$xH#e^9i#8*fwR,0,0,0,4000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80, lack of growth in 2042 due to new connection on mtn view corridor",1696874785687,2227,
0080_113.3,6R$xH#e^9i#8*fwR,0,0,0,0,0,"none, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874823947,2228,
0080_113.3,6R$xH#e^9i#8*fwR,0,0,1000,0,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874856347,2229,
0080_112.5,6R$xH#e^9i#8*fwR,0,0,0,6000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80, lack of growth in 2042 due to new connection on mtn view corridor",1696874900065,2230,
0080_113.3,6R$xH#e^9i#8*fwR,0,0,1000,-4000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874930326,2231,
0080_113.3,6R$xH#e^9i#8*fwR,0,0,1000,-4000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696874940450,2232,
0080_114.3,6R$xH#e^9i#8*fwR,0,-1000,0,0,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696875023931,2233,
0080_114.3,6R$xH#e^9i#8*fwR,0,-1000,0,2000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696875034829,2234,
0080_114.3,6R$xH#e^9i#8*fwR,0,-1000,-1000,2000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696875079601,2235,
0080_115.3,6R$xH#e^9i#8*fwR,0,0,-1000,1000,0,"smoothing, big increases due to improvements to mtn view corridor, bangerter hwy, and I-80",1696875147781,2236,
